book_id,user_id,review_text,ratings,review_date,source,author,book_name
B002FSTJOS,A2IAUQCT9P3DWM,I can see Genas writing improving with her books but Ive read several and find myself frustrated with the lack of an imaginative story line behind all the adult scenes and foreplayShe writes what she feels shes good at but for me I dont think I can get into her series the way other people can Theres a decided lack of character development Theres not a strong story line Theres the hero and heroine theres the angst that draws them together while pushing them part Theres the climax of the story that leads you to believe that for now all is well As for the rest it goes from mild story scene to tons of adult content and not much else It seems like the mild story scenes get you from one adult scene to the next If you are all about paranormal Adult romance this is for you If you want a story that is more story and shows the complexity of the characters its not for youSorry Gena This is not my cup of tea,1,2010-06-19,Amazon,Unknown,Unknown
B001R4GN6I,A3NVE90M7T4FBT,This is an absolutely awesome buy if youre interested in starting the Steele series Loved all the stories in this book including the first short story of Dane and Sienna Loved all the Steele brothers and cousin Vanessa stories Chance and Kylie had a sweet and very funny coming together Lots of mischief SebastianBas and Jocelyn had a feisty and rocky road to travel Also in that story was the very touching and loving story between Jocelyns sister Leah and Reese the man she loved but left behind without a word Then you have Morgan who finally found Lena Spears his perfect woman even if she doesnt agree with him Cant not love a beautiful man that loves your family too Last but not least Vanessa and sworn enemy the delicious Cameron Cody who like Morgan has wanted his woman from a far for too long and is tired of waiting Taking matters into his own hands he lays out a proposition she cant and deep down doesnt want to refuse All the stories in the bundle are well worth the read and I found them all thoroughly hot and enjoyable Great value on a great read,5,2012-12-02,Amazon,Unknown,Unknown
B003IWOC1A,A13MIHF4MMVJ9Z,This book was overall just an eh for me There were steamy sex scenes but I felt that the characters REALLY lacked development we could have found out more about Maris childhood for example The story was also highly implausible but other stories are too again I think this is the lack of character developmentAlso Devon seems a bit stalker like and that comes off creepy,2,2013-12-28,Amazon,Unknown,Unknown
B002BSH5YI,A3UDRWWK69VKHI,Cliff Black goes into great detail and explains extremly well several perfect crimes Each stands on its own and are real life crimes that have been commited,5,2013-11-06,Amazon,Unknown,Unknown
B000JMLBHU,A3FWBS6XTPB69L,As old as this story is I had never read it Love Kindle free classics for android I love the writing style and language Very descriptive A great author a great scifi mind Very enjoyable read,5,2012-09-06,Amazon,Unknown,Unknown
B001892EI8,A29Q8D3UUQHVZF,Even though the book was short I enjoyed the story line and how fast it moved while reading I recommend it for an afternoon read,5,2013-01-20,Amazon,Unknown,Unknown
B003ZDO438,A2D6UKICJU4V0X,I couldnt finish this book It wandered and just never seemed to gel into a real story I dont understand why it got so many good reviews I like to read books in this genre but this one could not hold my interest,2,2013-01-08,Amazon,Unknown,Unknown
B001V5JDLU,A3BGW5GC5QI63S,Enjoy the character as a retired 34person34 and how he inter reacts with the younger people in solving crimes It is nice to read about a retired person to continue to do something that he is good at The crimes are workable and lend themselves to the story line,5,2012-12-24,Amazon,Unknown,Unknown
B003FK5QAG,AT8SUUNN5FCCT,My first book by this author Easy and fast paced writing but the story dragged I kept reading waiting for Im not sure what but it didnt happen Probably wont read next book,2,2013-06-29,Amazon,Unknown,Unknown
B001VLXML6,AVLM2NKKWDFV,I really liked this book however it was too short It has caught my interest to the point that I will go on to the next book The book has done what it set out to do to reel in a new reader for this author,4,2009-05-16,Amazon,Unknown,Unknown
B004E3XVIM,A2IVJAI51ASBHQ,I read the book because of all the good reviews but it does not own up The book is just not good The story is boring and predictable The main character likes a good fight ok now what Seriously I feel like I got ripped off by purchasing the book and then I wasted my time reading it You can check out my other reviews I dont hardly ever say anything negative about a book but this one irks me,1,2011-12-22,Amazon,Unknown,Unknown
B001NPDA44,A1R6DKN9YQ2YU1,This is a great case for a great price It has everything I need to keep my Kindle secure I didnt want a book jackettype case that doesnt clasp closed I wanted something to hold it securely something that zips ensuring there will be no chance for it to fall out or come loose This is just the case for the job Soft material not to too big and clunkya great choice that Im very pleased with and absolutely recommend,5,2009-02-27,Amazon,Unknown,Unknown
B002B9MH7C,A2JVQ0QSQRK8RC,If you are pregnant dont read thisI adored Jake who has spent his entire life on Bear Creek Ranch and is now running it Did I like Lilly Not so much Jake and Lilly had had a relationship which included sex but after a while Jake broke if off in order to protect his three daughters who lived with his ex wife Lilly found herself pregnant and having given birth to two stillborn babies and one severely handicapped one who also died feared this child would be born having the same problems began to turn into a depressing drama queenDont get me wrong it is a wonderful book with a great message by a talented writer I just discovered and I loved reading it Just like I saidif you are pregnant pick another story,5,2014-03-06,Amazon,Unknown,Unknown
B003XYFN5M,A216BCAUHG1EOM,I had to select a star before I could write my ratings I cant rate this item because I never ordered it My numerous daughter and niece thought it would be funny to order this for me,1,2013-12-27,Amazon,Unknown,Unknown
B0041KKLNQ,A29VQAEW0QZZJ8,most of the reciepies were too time consuming expensive and unrealistic in reguards to what real kids eat Double yuck,1,2012-11-20,Amazon,Unknown,Unknown
B001R4GN6I,ADDHWAB7A2S14,Must Read bundle Hot and Heavy Sex scenes Lots of Love and Romance Good read about strong family bonds,5,2013-10-07,Amazon,Unknown,Unknown
B00472O74M,A3212H6SF9W1LV,Avery Price grew up the daughter of an uber rich publishing mogul in an overbearing family When she walks away from an arranged marriage to seek out her own life she finds herself in Trouble Wyoming Noah McDermott is a successful business owner just trying to get his family to understand he has his own dreams But when these two collideliterallythey may just find themselves with everything they always thought they never wantedThe plot was solid The conflict was solid The timing was solid The setting and dialog and attention for detail was outstanding But for some reason I just couldnt get invested in these characters At first Avery was flighty and at times a little vapid Noah just fell a little too fast I wanted to slap both families I did enjoy the little snippets of Averys brothers story with Averys best friend I wouldnt hesitate to buy more of her books however,2,2013-06-08,Amazon,Unknown,Unknown
B002VWKROE,A1QWGTM22YRYPN,I am becoming a fan of Rebecca Forster and this book was no exception It was well written along with believable characters that drew me into their lives I found the book to be very interesting and surprised by many of the turn of events which is what a good mystery should do I plan on reading more of her books,4,2010-11-12,Amazon,Unknown,Unknown
B001ULBOTO,A1CNB97E67ECO3,This doesnt appear to be a scan if it is its a good one better than the blurb suggests The main real fault I found was the poor Spafford childs name variously given as Rose Eose Bose Hose though there were other slight similar errors but not as consistentThis is a sweet oldfashioned rather typical GLH story with the unfortunate heroine the honourable hero the nasty villian but perhaps more than usual gray area characters not so much evil as misguided There is some reference to the movement to abolish slavery it might have been good if that were more developed but it was an interesting sideline anywayIf you like GLH books youll like this one too,4,2013-03-15,Amazon,Unknown,Unknown
B003UBTYU8,A1F69CSFV1GHPP,The only good part about this book was that it was short It was unbelievably corny I know its a romance novel so theres bound to be a bit of cheesiness but come ON Its hard to read when you cant stop rolling your eyes Based on the plotline I expected more As another reviewer said what professional would sleep with a wild cat in her home and sleeping next to her like an overgrown tabby This author really needs to watch a few episodes of Animal Planets Fatal Attractions seriesThe heroine was an idiot She could remember the names of NONE of the volunteers on the preserve and acted like they were all stupid in one scene she overslept and was four hours late then was pissed when the volunteers went searching for a tiger without her The hero had nothing to recommend him either except that he was well endowed The sex scenes werent even hot They were way too drawn out and basically the same text repeated in every scene just a different position Ive watched pornos with better plot development than this book hadIts this type of book that makes me wish Amazon had a program to refund all or some of your money when you purchase horrible books Since no such refund exists do yourself a favor and steer clear of this book,1,2010-10-27,Amazon,Unknown,Unknown
B001GPOO64,AB00317IZUC7E,Not a lot of history before the two meet but when they do it gets Hot in a hurry Good book,5,2014-04-20,Amazon,Unknown,Unknown
B002HJV4BG,A38M8UOEOKDA7H,I was surprised to find that this book gives a really realistic look at homosexuality in Regency England The sex scenes are steamy as hell but it dealt with perceptions and propriety as well My only complaint was that it was too short however there is a novella that follows this book which is just as goodRecommended AbsolutelyHowever if homosexuality is not your bag then this is not the book for you,4,2013-06-13,Amazon,Unknown,Unknown
B000HC48T0,A3AKG73AM4OKSI,The reporting is good this is just higher priced than some other good newspapers so I tend to get the other newspapers which have basically the same news,4,2013-10-02,Amazon,Unknown,Unknown
B002GEDE3I,A2MMID3HCSSY0O,I love how Lorelei James books have family all tied together I am so happy my friends got me hooked on these books,4,2012-12-31,Amazon,Unknown,Unknown
B002JCSFSQ,A3FX66B60HOI5N,I COULD NOT PUT THIS BOOK DOWN RIGHT FROM THE BEGINNING WHEN I WAS SEEN WITH MY KINDLE THEY KNEW IT WAS PEACE AND QUIET TIME I COULD NOT GET ENOUGH I WENT THROUGH ALL 7 BOOKS IN NO TIME AT ALL BEGGING FOR MORE iT WAS ONE OF THESE STORIES THAT WAS TOLD DO WELL THAT YOU FELT LIKE YOU KNEW EACH AND EVERYONE OF THEM PERSONALLY IT WAS A BOOK SERIES THAT BROUGHT UP ALL DIFFERENT TYPE OF EMOTIONS IT MADE YOU PRAY THAT IF ANYTHING SHOULD TAKE PLACE LIKE THAT HERE THAT YOU COULD FIND A GROUP OF PEOPLE LIKE THEM IT IS REALLY NOT TO FAR FETCHED TO BELIEVE IN THE PEACEKEEPER WHEN YOU THINK OF THE SECRETS OUR GOVERNMENT MAY BE USING TO PREPARE FOR CERTAIN SITUATIONS AND YOU SIT THERE PRAYING THAT IT WOULD END UP IN THE HANDS OF THOSE WISHING TO DO GOOD NOT JUST FOR THE SAKE OF OUR COUNTRY BUT FOR OTHERS AS WELL,5,2011-08-29,Amazon,Unknown,Unknown
B003UBTVSI,A20W0ALUJMJ2F8,I am totally exhausted trying to make sense of this book It is a long drawnout and disjointed storyline with no clear picture of the main characters except we know that they cant speak French or cope with a series of unending of and confusing problems I wonder why I bothered to read it to the end,2,2014-01-08,Amazon,Unknown,Unknown
B000HA4FKY,A3AKG73AM4OKSI,I purchased this issue of the Boston Globe because other newspapers were more expensive I found that the writing and coverage were of high quality and at a good price I will buy future issues of this newspaper for sure,4,2012-09-06,Amazon,Unknown,Unknown
B001RV3ONG,A23GRXCXQU3SM8,My ReviewHeath architectColt police detectiveKylie school teacherRoommates Colt Heath and Kylie have lived together for 7 years and at every birthday they celebrate with a game of Tequila Truth At the last game 6 months ago the game took a risque turn which titillated Kylies imaginations Ever since she has been taking dangerous risks in the form of sexual experimentation Risks that have finally spilt over to Colt and Heath when Colt comes home early from work one evening and finds Kylies date getting too rough in the bedroom and hurting her Colt and Heath decide that Kylie needs room to experiment with men that she can trust so they offer her their sexual services for a weekend of noholdsbarred sex for all three of them Things take a decidedly hot turn from thereWow These 3 have been roommates for 7 years and have never crossed that line but when they do they go big Colt and Heath both have Dom tendencies They definitely take charge in the bedroom which is what Kylie is searching for in her fantasies Above everything else these 3 have been best friends forever and that definitely plays out in the bedroom There is complete trust and love between all three of the and its really incredible to read There is a natural flow between the three of them But when the weekend starts to come to the endthats when things really get good sigh You all know that I am a sucker for romances that start as friendships A fabulously written menage romance LOVED IT,4,2011-07-11,Amazon,Unknown,Unknown
B001V5JCTI,A34YQOB35ZRYRH,I agree with another reviewer who said that the plot was thin This author should employ a good editor The poor grammar runon sentences punctuation errors etc were serious distractions,2,2012-08-18,Amazon,Unknown,Unknown
B0037NB5Z6,A1OVVUSUQY4V9D,Too much description about the surroundings Could not connect to the part of the world which distracted me from enjoying the book Story seems somewhat surrealfemale had a huge chip on her shoulder which made it difficult for me to enjoy the story Never connected to either the plot or surroundings,2,2014-05-08,Amazon,Unknown,Unknown
B0030ZRWA8,A25NNJZWTE6WNV,wow i must say that the delver really got under my skin i was really kinda hoping he or Linda would end up dying He is the most conflicted character i have ever met He pretty much says out of sight out of mind he wont permit killing an evil beast but wont follow it to prevent it from killing anyone its ok as long as he doesnt see,4,2011-08-24,Amazon,Unknown,Unknown
B0042P5GOO,A189IPMX8JY1X3,Didnt finish the book Wasnt what I like reading but someone else might like it Thanks for the read though,2,2012-12-31,Amazon,Unknown,Unknown
B00309SCW6,A3CL6XU8SJE6CK,I really wanted to like this book The theme should be one that I would enjoy The problem is that the characters were not fleshed out enough and I did not care about them It was also not believeable in nature,2,2010-12-27,Amazon,Unknown,Unknown
B0049B2FHW,AJTVW24P65UUO,It was too short for the money Too bad I had bought all three I am sure the paperbacks may be better because they are longer It took about 10 minutes or less to read each one,2,2013-02-23,Amazon,Unknown,Unknown
B0015Z7VWE,A2E9HDZXQORZLA,35 Stars Lena and her four best friends run a production company in LA Theyre hip trendy and current and theyre building a stellar name for themselves in the industry by focusing on quality entertainment She is always on the lookout for promising new clients but never had that promise held more appeal than when three utterly delicious men walk into the conference room It may have been the worst sales pitch shed ever heard but the apparent front man of the three a stunningly gorgeous man named Luke stirs all sorts of juices in Lena Despite the waste of time the meeting turns out to be professionally she suggests a further discussion between the two of them that night over dinnerIt wouldnt have been difficult for the dinner to go much better than the meeting had but even Lena is surprised to find out that above and beyond how attractive she finds Luke physically she is even more entertained by his companionship Their chemistry is off the charts and the sex is phenomenal There is in fact nothing that could dim the exquisite memory of the best night of her lifeuntil she wakes up rolls over opens her eyes and sees a sevenfoot tall winged fanged shaggy monster in bed next to herThats pretty much when the screaming startsConvinced some monster had eaten her new lover Lena is both terrified and pissed and it takes a hurt and embarrassed Luke a while to calm her down enough to explain that he hadnt been eaten and he is in fact a monster And that he and his friends had come to her company in desperate hope that they could help launch a preemptive campaign to prepare humanity for their existence without sparking panic and causing the relentless slaughter of the last of his kindHollywood gateway to public opinion and recent home to a sex god of a monster Lena does so love that townI have to admit a quick read of the product description of the book before I downloaded it to my Kindle gave me the impression thatLights CameraMonstersis a paranormal romance I shouldve payed closer attention to the warning because this is definitely an erotic paranormal romance Its an important distinction a fact made crystal clear when I wasnt anticipated it Im not saying its a bad thing I like erotic paranormal romance But in this case it created a few problems for meIts not just about the amount of sex in the book which is a lot or the level of graphic description also a lot Nor is it the light kink which was fine It was the fact that all of those things combined and became the largest part of the story by far substituting romance for sex eclipsing an anemic external conflict plot thread providing virtually no character development and overwhelming the limited world building and mythos creationThe concept of the story is a bit kitschy and kooky but it is definitely original The characters were illdefined and two dimensional but endearing especially Luke There was more than one plot hole but the guilty pleasure I took in the humor and random bouts of comedy kept me from focusing too heavily on it And the external conflict was appallingly bereft of development and was so quickly resolved it was laughable yetI cant deny that I found it all rather entertainingI had a hard time believing that the monsters call their species monsters though That bothered me a lot and didnt make a lot of sense in the big picture They have their own language and their own culture have hidden themselves away from people but they define their species based on human preconceptions and labels That didnt track for meYet despite the drawbacks I found myself oddly drawn in and more than a little captivated by Luke in particular whose intense efforts to fit in completely charmed me more than once I wish there had been more time allotted to Luke and Michael and Henry together because their scenes were showstoppers And I didnt detest Lena which is definitely a point in the books favorIn truth I wish I had started the book with the advanced awareness of its erotic nature because I think my expectations would have been different and I would have enjoyed the read even more That being said I cant complain at the price I paid gotta love those free Kindle downloads and dont feel like it was a waste of time In fact there was enough promise and potential in DuBois writing that Im interested in checking out the rest of the series in the hopes that the smutty sexual lightly kinky fun shares the page with a more wellrounded and better conceived plot and fully formed charactersWarning This book contains graphic scenes of sex and alternative sexual situations including but not limited to light BDSM anal sex and monster sex Not recommended for young or sensitive readersReviewed for One Good Book Deserves Another,4,2011-07-19,Amazon,Unknown,Unknown
B002NOGESS,A357V5F3KAMYK3,Ten years ago a family was torn apart when a young wife and mother was murdered An investigation took place but nobody was charged with the crime All these years Dinah learned to put the past behind her But now Marc was back to get the answers of his wifes murder and clear himself because his thirteen year old son was asking questionsThe action in this book was a bit snow for a suspense But the author shocked me I thought I knew who it was but I didntThe romance was nonexistant until the very end I thought that was a bit unrealisticThe book was interesting enough though,4,2014-07-02,Amazon,Unknown,Unknown
B002B9MH9A,A1ZRYZTP7JE9JL,This was a nice read The characters were very believable and the story line kept me turning the pages I liked that this book not only had romance but humour as well and that the characters werent afraid to question their thoughts and actions,4,2010-01-01,Amazon,Unknown,Unknown
B003N2QB4Q,A27XBT84HMVTDF,I only read the first few pagesHORRIBLE A poor innocent animal is killed in the first pages I cant image what more gruesome animal tortures will follow I immediately deleted this book,1,2013-07-26,Amazon,Unknown,Unknown
B002AJ7X2C,AV7RTRG1RC05E,Quick brutal and amazing As a fan of anything that makes you think twice I recommend this one Unlike many shorts this one stayed out of my archives and was recommended to friends Wonderful character development and was a 30 minute can not put down read,5,2010-12-23,Amazon,Unknown,Unknown
B00347AI9Y,A15NZD5WINDQZM,I loved the premise but the story itself just dragged I was hooked in the beginning and then it just became a yawn,3,2013-02-25,Amazon,Unknown,Unknown
B000GFK7L6,A1JQPKTE1Z7P0U,There are many ways to get the news these days In fact it barrages you through all the media all day long But I choose to read the New York Times on my Kindle to get the facts and opinions Its like an anchor in a storm,4,2012-12-21,Amazon,Unknown,Unknown
B001FQ8UOG,A1GVZGVZMHFT30,I need to start reminding myself that Im just not into shorter stories Not enough pages to fully develop the world or the characters However it was a nice bit of light reading pleasurable no glaring faults but nothing to remember a couple of months down the road,3,2014-01-24,Amazon,Unknown,Unknown
B002NOGDL6,A3U19Q2XFQ63T7,I have enjoyed other books written by this author but this book wasnt up to par The angst felt contrived and overblown I felt like screaming as the solution to ensure their HEA was so freaking obvious Aside from that there were some minor consistency issues M wearing contacts one minute and his glasses falling off later in the same scene which made me twitch with annoyance I just couldnt enjoy this book at all It felt too formulaic and I didnt feel the authors passion or interest Disappointing,2,2012-04-28,Amazon,Unknown,Unknown
B001UV3EUG,ADDWPI8IZOS7M,I actually was surprised to find how much of the story took place in North Carolina It was like hearingnews from a local friend So intrigued by the descriptions Enjoyed the book very much,4,2013-07-09,Amazon,Unknown,Unknown
B004JU1ZH4,A1U2DUIIQJRY6Y,Scanned the book didnt find anything worth a darn Done with that in half an hour Products from duct tape cmon,1,2013-11-26,Amazon,Unknown,Unknown
B0030BF28G,A26VLMWCU8LEXW,I dont normally read short storiesnovellas as I find that it is very rare to find one that gets deep enough into the plot to make it interesting but concise enough that the story is completed by the end This book would encourage me to try out moreGraison has weaved a magical family christmas holiday fun fest for the reader in which we learn why you should never tell a white lie to your mother Bringing a boyfriend home for a family christmas would cause nerves imagine bringing a fake one home I enjoyed the banter that was passed back and forth between the family and you felt like you were there watching it all unfold before your eyes,4,2012-06-20,Amazon,Unknown,Unknown
B0029ZBK5S,A3RUB0OQS8V7O9,I was looking for a western book to read This takes place in the 1700s It seems a bit of a romance as well,3,2013-01-10,Amazon,Unknown,Unknown
B001892EIS,A3B0GICR74UC4U,Loved all the characters in each book cant wait for the next book in this series truly a hot steamy page turner,5,2014-05-30,Amazon,Unknown,Unknown
B004FEFAHK,A25IY18DI5XNYK,This was a waste of my time Glad it was a Kindle Lenders Library selection so I didnt pay for it I will not be getting any other books by Judy Dawn,1,2014-07-06,Amazon,Unknown,Unknown
B001DOHZ5A,A1N2Y0WNDAC994,Loved the story Hope to read some orei recommend to those who like previous read books to read this also,5,2014-02-02,Amazon,Unknown,Unknown
B001YQF0OK,AXSV2IRQX2C20,My son and I just finished reading Night Camp We started it a while ago and used it for his daily required reading I believe he was to read at least a half hour per day for schoolThis book really held my sons interest What more could you ask for spooky castles caves mysterious camp counselors cute girls dungeons bats and adventureI asked my son to provide his own review of the book Here are his insights10 out of 10SuspensefulFabulousInterestingA great kids bookI cant wait until she finishes Knight Camp Me again I have no idea if LC Evans is writing Knight Camp but my son would sure like her toGreat book Thank you Ms Evans,5,2010-12-25,Amazon,Unknown,Unknown
B002BX87E0,A15IRM5PNJUKP7,35 stars for this short enjoyable explicit romance Tropes include revenge abandonment and instalove Its cloaked as science fiction but its ROMANCE As such its just fine but I much prefer Andrews straightup urban fantasies Its not that I dislike romance sometimes thats exactly what I want but not from Team AndrewsThis is book 1 of the Kinsmen series Book 2 is out too My main problem with Silent Blade is the instalove trope It didnt work for me so then the sex didnt move me either The relationship development relied on sex too much maybe I am guessing the length 42 pages constrained the authorsSetting Another world inhabited by humans with special implants and ruled by a few different Kinsman or Kin families who have special inborn powers Think Mafia families ruling their financial empires killing off the competitionCharacters The hero Celino Carvannas is a rich and ruthless Kinsman good with knives 32 years old tall lean and overwhelmingly masculine of course The heroine Meli Galdes is an outcast Kinsman excised from her family and because of her ability to slay instantly with an energy ribbon she has become a worldclass assassinPlot Melis family asked her to do one last killing for them even though shes been excised for 12 years she still does their dirty work Celino is the target We are never told exactly WHY they want him dead but I suppose its because his business is outperforming their businessBut theres a twist to this assassination assignment She knows her target She was only 10 when their joint parents seeking to combine power arranged for the two to become engaged He was 16 She studied him as a good wifeinwaiting should do in this feudal society and in the course of learning she crushed pinning all her hopes and dreams on him But at age 22 to her 16 he broke the engagement not kindly or tactfully at all causing her to become untouchable an outcast eventually an assassinWhen they meet again 12 years later he doesnt recognize her because she was always veiled in the past Instaluv He strode into the kitchen in the restaurant smelled her passion cones talkin biscuits saw her lush curves met her rich coffeebrown eyesAfter he left Meli smiled with satisfaction It took almost 18 years from the skinny 10yearold girl to the 28year old woman but Mother proved right She hit him like a brickSowill she kill him or wont she Will he figure out that shes the girl he tossed to the curb If so will he suffer and grovel I do like a good grovelNot much action Minimal suspense Not much to make it qualify as scifi or paranormal This is a romance novel with explicit sex and several references to honey and breasts The language is clean Not much violence Nothing gory,3,2012-12-06,Amazon,Unknown,Unknown
B00480OPOK,A39VL978BATGHD,I picked this up as an Amazon freebie The cover art caught my attention so I figured why not I really wanted to like this book but it was a no go for me I wont be reading the next book in the series thats for sure I ended up having to take a break from this book to read another book I pretty much had to force myself to return and finish it The story was kind of disjointed and not very fluid I really wanted to like the main character Raebut this just felt like this another vamp vs were love story with a weak unknowing woman But instead it was a vampire vs a fairy It was a half hearted love story at best Breandan whom she is mated to and Tomas whom she equally cares for both get the short end of the stick Neither really wins the girl I didnt feel like Rae was really into either guy it seemed kind of forced and lacking Actually the whole story seemed forced Rae learning that she is a fairy finding out about the two tribes of fairies the rules of fairy life and fairy politicsblah blah blah Good rebel fairies versus evil Devlin and his followers To top it off the whole all demons vs humans angle didnt really grab me I mean I think the general idea of the story was good but there was a lot of room for improvement,2,2011-12-02,Amazon,Unknown,Unknown
B001892DGG,A10Q6E9POB1KIC,This novella was in a nut shell charming I loved the main characters the relationships between each other and the lively dialogue While a short story the author was still able to flesh out her characters admirable,4,2012-09-02,Amazon,Unknown,Unknown
B0028AEAG0,A1NK9OQUKJJJ2O,I chose this rating because the story started out slow I almost put it down a couple of times but when it got going i had trouble putting it down Looking forward to the second book,4,2012-12-05,Amazon,Unknown,Unknown
B002SVQD0A,A33WWMH1L8W42Q,I liked the idea of this bookit was relatively a quick read and pretty much you figure out what was going to happenIt was a sweet story of finding each other again and I was glad that I read it If your looking for a true romance this book is for you,4,2014-02-15,Amazon,Unknown,Unknown
B002YX0NX0,A2APOXFUF49TG2,I really was completely surprised at almost every point by the turns of events in this book Some were disappointing but most were thrilling One thing I wouldve liked to have seen done differently and that was who Raven ended up giving her heart to He didnt thrill me as much as another in the book did As a fact he was kinda boring to me Maybe I wouldve liked him better if thered been more background on how he was viewed by others who one him before he met raven As it was although the author stated that he was dangerous and exciting his actions didnt lead me to that conclusion The only thing I got from him was that he fell in love with Raven the moment he saw her and was a lovesick puppy from then on He says later on in the book that hes never had feelings for any other female but I didnt quite believe it considering how quickly he admitted to feelings for raven The elf Prince on the other hand wouldve been more believable It was established early on that he was feared by everyone he used females flippantly and was used to getting what he wanted until he meets raven and hes left flabbergasted He doesnt know what to do Hes left confused I would say that the book wished for him to be the herolover of this book and it seemed as though thats the way it was goin until drake pops in outta nowhere,4,2014-03-07,Amazon,Unknown,Unknown
B004K1ESKS,A3N0153AKFU3NL,This story was simply ridiculous Even the sex was not even close to a turn on I should be able to charge this author for the time it took me to read it Pleasetree sex with werewolves Not good at all Free is not an excuse for this,1,2012-10-03,Amazon,Unknown,Unknown
B002TSAL9G,A1H841MBK3Q1NT,Great characters and lesson about God and forgiveness Sidney showed me how we have faults and its easy to call others out but what happens when its turnedwill you have grace like Jesus to forgive and love again,4,2013-04-05,Amazon,Unknown,Unknown
B0032UDU84,A275G1VGXTTZTH,A disappointment from of my favorite IR writers The sex was what be would expect frm Lenas book thus the 2 stars but the story was blah The whole premise of the storyIm upset with you so I wont speak to you for two years because of what happened in the closetoh please Story could have bee a lot better Not to mention the whole group having sex issues with each otherI have to pass on this one I KNOW Lena writes better books these days Skip this one,2,2012-05-31,Amazon,Unknown,Unknown
B003MNGE84,A3TELA7GOWPFYM,The first book in the Infinion series established a good and original premise which had me anticipating the release of this sequel Book two begins 26 years in the future from the previous book just a few weeks from the approach of the series allimportant date Nov 11 2011 It rapidly becomes clear that the Three Eleven Corporation has had an even more profound impact on the world in the last two and a half decades The beginning of the book offers some answers and builds good anticipation of what is going to happen between several of the central characters Unfortunately many of these interactions fall flat Much was made in the first book of Adyas Dawns call to motherhood and her extremely high IQ Although she has the education and experience of a master parent she is portrayed as a terrible mother in this second installment She seems very distant from her children especially with the most important one who she neglects throughout the book I also got an overall impression that fatherhood is treated as inconsequential Dawn spends a good deal of the book pushing her lover completely out of her life while lamenting his distance Strange biases creep into the narrative At one point a character applauds himself thinking of himself as leaving behind typical Caucasian ignorance Not too subtle there And this guy is supposed to be a good guy who happens to be CaucasianAlthough the worlds fateful day is approaching it is hard to determine the passage of time here People are flying all over the world from this location to that location often with little purpose or some obscure purpose It gives a very disjointed feel to the flow of the narrative when the reader is not sure why the characters are heading somewhere or what their next move should be At one point something happens that it would seem pretty important that the central characters react to but it seems not to be pursued to its natural conclusion at all During these tumultuous times for the planet Dawn the leader of Three Eleven essentially goes AWOL a couple of times during the book simply because shes upset about things going on She completely withdraws and provides no confidence to the rest of the Executive Three Eleven was ominous enough in the first book but now has become terrifyingly powerful The corporation has effectively become a world government in the form of global nanny state controlling peoples entertainment food money technology et cetera They are still presented as the good guys but they seem to have no redeeming qualities They keep people from having much junk food or the latest technology The average person doesnt need the good stuff right They may be trying to save the world but it is no longer a world people are free in Despite this the vast majority of the populace seems to be enthralled with the unrestricted intrusion of the corporation into most facets of their lives to the point that many still express a desire to work for them The major exceptions to this are a man who blows things up and a crack pot conspiracy theoristI am disappointed in the plot here We do learn much more about the plasmid and the threat to Earth and these things have some cool ideas thrown in there The concept has so much potential and even some new elements with much potential continue to be introduced here to Bells credit But these are not able to overcome the fractured storytelling deeply flawed characterizations and scattered plot The train really flies off the tracks when Dawn goes and visits the buffalo spirits No thats not a joke Im a bit of a completist so Ill still read the final installment for closure but it wont be with nearly the anticipation of this one,2,2010-11-02,Amazon,Unknown,Unknown
B003Z0CUJG,A29A3GQ24JQHYA,I was not impressed with this book Many parts were much too drug out and some parts were just plane confusing it read like it needed a good proofreadingThe story would have been better if the characters were older I dont see any reason why they all had to be so young in fact their ages were a big part of what made the story unbelieveable to me Shawnna managed to graduate highschool early even though she had a terrible upbringing and even spent time living on the streets It would have made more sense for her to just graduate at a normal age and be a year older then she was Conrad was only 21 and a lawyer There is no way he could have finished undergrad and law school by 21 There was also no reason for him to be so motivated to get married and start a family when he was so young I just did not buy itThe character development was not very good With good charcters I am able to get lost in the story and feel like they are real people The characters in this book did not feel real to meThe ending was also a disappointment it was over the top and too cheesey for me It did not fit in with the grittyness of the storyI gave it two stars because it was good enough to finish and I did not feel like I totally waisted my time after reading it but it is not a story that is going to stick with me or that I would recommend to others,2,2012-08-06,Amazon,Unknown,Unknown
